2024-06-11 16:53:12 INFO  Keywords:92 - Navigate is called
2024-06-11 16:53:18 INFO  Keywords:120 - InputText is called
2024-06-11 16:53:18 INFO  Keywords:281 - Waiting for webElement...login.username
2024-06-11 16:53:18 INFO  Keywords:285 - Element found...login.username
2024-06-11 16:53:18 INFO  Keywords:120 - InputText is called
2024-06-11 16:53:18 INFO  Keywords:281 - Waiting for webElement...login.password
2024-06-11 16:53:18 INFO  Keywords:285 - Element found...login.password
2024-06-11 16:53:18 INFO  Keywords:133 - ClickOnLink is called
2024-06-11 16:53:18 INFO  Keywords:281 - Waiting for webElement...login.loginbutton
2024-06-11 16:53:18 INFO  Keywords:285 - Element found...login.loginbutton
2024-06-11 16:53:28 INFO  Keywords:281 - Waiting for webElement...userlist.partner
2024-06-11 16:53:28 INFO  Keywords:285 - Element found...userlist.partner
2024-06-11 16:53:38 INFO  Keywords:281 - Waiting for webElement...userlist.userrole
2024-06-11 16:53:38 INFO  Keywords:285 - Element found...userlist.userrole
2024-06-11 16:53:38 INFO  Keywords:120 - InputText is called
2024-06-11 16:53:38 INFO  Keywords:281 - Waiting for webElement...userlist.loginID
2024-06-11 16:53:38 INFO  Keywords:285 - Element found...userlist.loginID
2024-06-11 16:53:38 INFO  Keywords:133 - ClickOnLink is called
2024-06-11 16:53:38 INFO  Keywords:281 - Waiting for webElement...userlist.search
2024-06-11 16:53:38 INFO  Keywords:285 - Element found...userlist.search
2024-06-11 16:53:48 INFO  Keywords:133 - ClickOnLink is called
2024-06-11 16:53:48 INFO  Keywords:281 - Waiting for webElement...userlist.selectuser
2024-06-11 16:53:48 INFO  Keywords:285 - Element found...userlist.selectuser
2024-06-11 16:53:48 INFO  Keywords:133 - ClickOnLink is called
2024-06-11 16:53:48 INFO  Keywords:281 - Waiting for webElement...userlist.login
2024-06-11 16:53:48 INFO  Keywords:285 - Element found...userlist.login
2024-06-11 16:54:02 INFO  Keywords:281 - Waiting for webElement...userinformation.initialaction
2024-06-11 16:54:02 INFO  Keywords:285 - Element found...userinformation.initialaction
2024-06-11 16:54:02 INFO  Keywords:281 - Waiting for webElement...userinformation.rawxml
2024-06-11 16:54:02 INFO  Keywords:285 - Element found...userinformation.rawxml
